ID,Title,Original_Language,Release_Date,Popularity,Vote_Average,Vote_Count,Runtime,Budget,Revenue,Status,Tagline,Overview,Genres,Production_Companies,Production_Countries,Spoken_Languages
969681,Spider-Man: Brand New Day,en,2026-07-29,81.5967,0.0,0,0,0,0,Post Production,A brand new day starts now.,"Four years have passed since the events of No Way Home, and Peter is now an adult living entirely alone, having voluntarily erased himself from the lives and memories of those he loves. Crime-fighting in a New York that no longer knows his name, he's devoted himself entirely to protecting his city — a full-time Spider-Man — but as the demands on him intensify, the pressure sparks a surprising physical evolution that threatens his existence, even as a strange new pattern of crimes gives rise to one of the most powerful threats he has ever faced.","Science Fiction, Action, Adventure","Marvel Studios, Columbia Pictures, Pascal Pictures",United States of America,English
1242898,Predator: Badlands,en,2025-11-05,78.4384,7.704,2424,107,105000000,184500000,Released,First hunt. Last chance.,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.","Action, Science Fiction, Adventure","20th Century Studios, Lawrence Gordon Productions, Davis Entertainment, Toberoff Productions, TSG Entertainment",United States of America,"French, English"
11375,Hollywood Homicide,en,2003-06-09,62.2209,5.238,686,116,75000000,51142659,Released,They're two cops with one shot at solving a murder... and surviving each other.,"Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.","Action, Adventure, Comedy, Thriller",Revolution Studios,United States of America,English
7451,xXx,en,2002-08-09,61.1958,5.98,4821,124,70000000,277448382,Released,A new breed of secret agent.,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.","Action, Adventure, Thriller, Crime, Drama",Revolution Studios,United States of America,"Czech, English, German, Spanish, Russian"
458576,Monster Hunter,en,2020-12-03,52.1623,6.526,3508,103,60000000,42145959,Released,"Behind our world, there is another.","A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.","Action, Fantasy, Adventure","Capcom, Constantin Film, Tencent Pictures, TOHO, AB² Digital Pictures","China, Germany, Japan, Canada",English
24428,The Avengers,en,2012-04-25,49.1925,7.969,36541,143,220000000,1518815515,Released,Some assembly required.,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","Science Fiction, Action, Adventure",Marvel Studios,United States of America,"English, Hindi, Russian"
1401778,Turbulence,en,2025-11-26,43.1671,5.896,72,91,0,0,Released,Fear takes flight.,"Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, events unfold in ways they could never imagine five thousand meters in the air.","Thriller, Action, Adventure, Drama, Fantasy","Altitude Film Sales, Head Gear Films, Metrol Technology, Altitude Film Entertainment, Enderby Entertainment, Phiphen Pictures","United States of America, United Kingdom",English
1003596,Avengers: Doomsday,en,2026-12-16,35.8,0.0,0,0,0,0,Post Production,,"The Avengers, Wakandans, Fantastic Four, Thunderbolts, and X-Men all fight against Doctor Doom. Plot TBA.","Science Fiction, Action, Adventure","Marvel Studios, Kevin Feige Productions, AGBO",United States of America,English
634649,Spider-Man: No Way Home,en,2021-12-15,35.6591,7.933,21674,148,200000000,1921847111,Released,The Multiverse unleashed.,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,"English, Tagalog"
299536,Avengers: Infinity War,en,2018-04-25,34.2807,8.234,31616,149,300000000,2052415039,Released,Destiny arrives all the same.,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","Adventure, Action, Science Fiction",Marvel Studios,United States of America,"English, Xhosa"
1234821,Jurassic World Rebirth,en,2025-07-01,33.7959,6.299,3113,134,180000000,869146189,Released,A new era is born.,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.","Science Fiction, Adventure, Action","Universal Pictures, Amblin Entertainment",United States of America,"French, English"
120,The Lord of the Rings: The Fellowship of the Ring,en,2001-12-18,28.8693,8.429,27170,179,93000000,871368364,Released,One ring to rule them all.,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English
533533,TRON: Ares,en,2025-10-08,28.8155,6.479,1273,119,220000000,142249983,Released,No going back.,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.","Science Fiction, Adventure, Action","Walt Disney Pictures, Sean Bailey Productions",United States of America,English
19995,Avatar,en,2009-12-16,28.1058,7.6,33625,162,237000000,2923706026,Released,Enter the world of Pandora.,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Action, Adventure, Science Fiction","Dune Entertainment, Lightstorm Entertainment, 20th Century Fox, Ingenious Film Partners","United States of America, United Kingdom","English, Spanish"
1061474,Superman,en,2025-07-09,27.5422,7.35,4484,130,225000000,616823803,Released,Look up.,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.","Science Fiction, Adventure, Action","DC Studios, Troll Court Entertainment, The Safran Company, Domain Entertainment",United States of America,English
122,The Lord of the Rings: The Return of the King,en,2003-12-17,26.3515,8.494,26182,201,94000000,1118888979,Released,The eye of the enemy is moving.,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English
27205,Inception,en,2010-07-15,26.2626,8.37,38855,148,160000000,839030630,Released,Your mind is the scene of the crime.,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure","Legendary Pictures, Syncopy, Warner Bros. Pictures","United Kingdom, United States of America","English, French, Japanese, Swahili"
575265,Mission: Impossible - The Final Reckoning,en,2025-05-17,24.5043,7.2,2641,170,400000000,598767057,Released,Our lives are the sum of our choices.,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.","Action, Thriller, Adventure","Paramount Pictures, Skydance Media, TC Productions",United States of America,"English, French, Inuktitut, Russian"
617126,The Fantastic 4: First Steps,en,2025-07-23,23.8464,6.966,3095,115,200000000,521858728,Released,Welcome to the family.,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.","Science Fiction, Adventure, Action","Marvel Studios, Kevin Feige Productions",United States of America,"English, Uzbek"
10538,Passenger 57,en,1992-11-06,23.6408,5.993,1091,84,15000000,44065653,Released,"He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.","Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him.","Action, Adventure, Thriller",Warner Bros. Pictures,United States of America,English
76600,Avatar: The Way of Water,en,2022-12-14,23.4147,7.596,13846,192,350000000,2353096253,Released,Return to Pandora.,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","Action, Adventure, Science Fiction","20th Century Studios, Lightstorm Entertainment, TSG Entertainment",United States of America,English
1087192,How to Train Your Dragon,en,2025-06-06,21.9193,7.928,2671,125,150000000,636351148,Released,The legend is real.,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.","Fantasy, Family, Action, Adventure","DreamWorks Animation, Marc Platt Productions",United States of America,English
315635,Spider-Man: Homecoming,en,2017-07-05,21.8508,7.329,22940,133,175000000,880978185,Released,Homework can wait. The city can't.,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",United States of America,English
980477,Ne Zha 2,zh,2025-01-29,21.368,8.122,622,144,80000000,2259822417,Released,Witness a hero reborn.,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.","Animation, Fantasy, Adventure, Action","Chengdu Coco Cartoon, Beijing Enlight Pictures, Beijing Enlight Media, Chengdu Zizai Jingjie Culture Media, Beijing Coloroom Technology",China,Mandarin
181808,Star Wars: The Last Jedi,en,2017-12-13,21.0541,6.8,16156,152,300000000,1332698830,Released,Let the past die.,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.","Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English
324857,Spider-Man: Into the Spider-Verse,en,2018-12-06,20.8382,8.393,16964,117,90000000,394884133,Released,More than one wears the mask.,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.","Animation, Action, Adventure, Science Fiction","Columbia Pictures, Lord Miller, Pascal Pictures, Sony Pictures Animation, Arad Productions, Marvel Entertainment",United States of America,"English, Japanese, Spanish"
569094,Spider-Man: Across the Spider-Verse,en,2023-05-31,20.1093,8.333,8353,140,100000000,690897910,Released,It's how you wear the mask that matters.,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.","Animation, Action, Adventure, Science Fiction","Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment",United States of America,"English, Hindi, Italian, Spanish"
429617,Spider-Man: Far From Home,en,2019-06-28,19.659,7.396,16756,129,160000000,1132723226,Released,It's time to step up.,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.","Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,"Czech, Dutch, English, German, Italian"
299534,Avengers: Endgame,en,2019-04-24,19.4282,8.235,27378,181,356000000,2799439100,Released,Avenge the fallen.,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","Adventure, Science Fiction, Action",Marvel Studios,United States of America,"English, Japanese, Xhosa"
10138,Iron Man 2,en,2010-04-28,18.4558,6.851,22156,124,200000000,623933331,Released,"It's not the armor that makes the hero, but the man inside.","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","Adventure, Action, Science Fiction","Marvel Studios, Fairview Entertainment, Marvel Entertainment",United States of America,"English, Russian, French"
1726,Iron Man,en,2008-04-30,18.2951,7.656,27859,126,140000000,585174222,Released,Heroes aren't born. They're built.,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Action, Science Fiction, Adventure","Marvel Studios, Marvel Entertainment, Fairview Entertainment",United States of America,"English, Persian, Urdu, Arabic"
1357633,Solo Leveling -ReAwakening-,ja,2024-11-26,17.9121,7.101,262,116,0,6331827,Released,,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.","Action, Adventure, Fantasy, Animation","Aniplex, A-1 Pictures",Japan,Japanese
11,Star Wars,en,1977-05-25,17.5901,8.201,22054,121,11000000,775398007,Released,"A long time ago in a galaxy far, far away...",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"Adventure, Action, Science Fiction","Lucasfilm Ltd., 20th Century Fox",United States of America,English
121,The Lord of the Rings: The Two Towers,en,2002-12-18,17.3335,8.413,23571,179,79000000,926287400,Released,The journey continues.,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English
262982,The Hollow Point,en,2016-12-16,17.1823,5.73,202,97,0,1271880,Released,Good men can do bad things.,"Los Reyes County, Arizona. Leland, a retired lawman, works with Wallace, the new sheriff who replaces him, when a vicious hit man, sent by a Mexican drug cartel, threatens their border small town.","Action, Drama, Thriller, Crime, Western, Adventure, Mystery","Atlas Independent, Vertical, MICA Entertainment",United States of America,English
17657,Ice Station Zebra,en,1968-04-04,17.1508,6.292,180,149,8000000,4600000,Released,An American nuclear sub... A sky full of Russian paratroopers... A race for the secret of Ice Station Zebra!,"A top-secret Soviet spy satellite -- using stolen Western technology -- malfunctions and then goes into a descent that lands it near an isolated Arctic research encampment called Ice Station Zebra, belonging to the British, which starts sending out distress signals before falling silent. The atomic submarine Tigerfish, commanded by Cmdr. James Ferraday (Rock Hudson), is dispatched to save them.","Action, Adventure, Thriller","Filmways Pictures, Metro-Goldwyn-Mayer",United States of America,English
293660,Deadpool,en,2016-02-09,16.9127,7.622,32461,108,58000000,782837347,Released,Feel the love.,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","Action, Adventure, Comedy","20th Century Fox, The Donners' Company, Genre Films, Marvel Entertainment",United States of America,English
22,Pirates of the Caribbean: The Curse of the Black Pearl,en,2003-07-09,16.885,7.821,21979,143,140000000,655011224,Released,Prepare to be blown out of the water.,"When wily Captain Barbossa steals Jack Sparrow's ship and kidnaps the governor's beautiful daughter, Elizabeth, her childhood friend Will Turner joins forces with Jack to save her and recapture Jack's ship, the Black Pearl.","Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,English
559,Spider-Man 3,en,2007-05-01,16.6554,6.452,15031,139,258000000,894983373,Released,The greatest battle lies within.,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","Action, Adventure, Science Fiction","Laura Ziskin Productions, Marvel Studios, Columbia Pictures",United States of America,"English, French"
122917,The Hobbit: The Battle of the Five Armies,en,2014-12-10,16.1463,7.332,15185,144,250000000,956019788,Released,Will you follow me... one last time?,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","Action, Adventure, Fantasy","New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films","New Zealand, United States of America",English
986056,Thunderbolts*,en,2025-04-30,15.7521,7.29,3304,127,180000000,382436917,Released,Everyone deserves a second shot.,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.","Action, Science Fiction, Adventure","Marvel Studios, Kevin Feige Productions",United States of America,"English, Italian, Russian"
99861,Avengers: Age of Ultron,en,2015-04-22,15.4938,7.27,24199,141,235000000,1405403694,Released,A new age has come.,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Action, Adventure, Science Fiction",Marvel Studios,United States of America,English
49051,The Hobbit: An Unexpected Journey,en,2012-12-12,15.4304,7.368,19426,169,250000000,1021103568,Released,From the smallest beginnings come the greatest legends.,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","Adventure, Fantasy, Action","New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films","New Zealand, United States of America",English
912649,Venom: The Last Dance,en,2024-10-22,15.3573,6.667,4060,109,120000000,478937618,Released,'Til death do they part.,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","Action, Science Fiction, Adventure","Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions",United States of America,English
1930,The Amazing Spider-Man,en,2012-06-23,15.0363,6.73,18312,136,215000000,758725893,Released,The untold story begins.,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.","Action, Adventure, Science Fiction","Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",United States of America,English
98,Gladiator,en,2000-05-04,15.0163,8.222,20619,155,103000000,465516248,Released,What we do in life echoes in eternity.,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.","Action, Drama, Adventure","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, DreamWorks Pictures","United Kingdom, United States of America",English
284054,Black Panther,en,2018-02-13,14.7462,7.362,23268,135,200000000,1349926083,Released,Long live the king.,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.","Action, Adventure, Science Fiction",Marvel Studios,United States of America,"English, Korean, Swahili, Xhosa"
177572,Big Hero 6,en,2014-10-24,14.6926,7.724,16412,102,165000000,657870525,Released,Drop everything. Save the world.,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.","Adventure, Family, Animation, Action, Comedy",Walt Disney Animation Studios,United States of America,English
209112,Batman v Superman: Dawn of Justice,en,2016-03-23,14.6091,5.991,18816,152,250000000,874362803,Released,The greatest gladiator match in the history of the world.,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.","Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC",United States of America,English
524047,Greenland,en,2020-07-29,14.5552,7.125,5140,120,34000000,52300000,Released,It's the end of the world as we know it.,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.","Action, Adventure, Thriller, Science Fiction","STXfilms, Anton, Thunder Road, G-BASE, Riverstone Pictures","United Kingdom, United States of America","English, Russian, Spanish"
297762,Wonder Woman,en,2017-05-30,14.1334,7.209,20756,141,149000000,823970682,Released,Power. Grace. Wisdom. Wonder.,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,"Action, Adventure, Fantasy","Atlas Entertainment, Cruel & Unusual Films, DC Films, Warner Bros. Pictures",United States of America,"German, English"
106,Predator,en,1987-06-12,13.9463,7.545,8926,107,15000000,98267558,Released,Soon the hunt will begin.,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,"Science Fiction, Action, Adventure, Thriller","20th Century Fox, Lawrence Gordon Productions, Silver Pictures, Davis Entertainment, Amercent Films, American Entertainment Partners L.P.",United States of America,"English, Spanish"
447365,Guardians of the Galaxy Vol. 3,en,2023-05-03,13.8539,7.923,8097,150,250000000,845550000,Released,Once more with feeling.,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Science Fiction, Adventure, Action","Marvel Studios, Kevin Feige Productions",United States of America,English
271110,Captain America: Civil War,en,2016-04-27,13.7744,7.447,23821,147,250000000,1155046416,Released,United we stand. Divided we fall.,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Adventure, Action, Science Fiction",Marvel Studios,United States of America,"Romanian, English, German, Russian"
102382,The Amazing Spider-Man 2,en,2014-04-16,13.7627,6.528,14055,141,200000000,716934779,Released,His greatest battle begins.,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","Action, Adventure, Science Fiction","Columbia Pictures, Matt Tolmach Productions, Arad Productions, Marvel Entertainment",United States of America,English
283995,Guardians of the Galaxy Vol. 2,en,2017-04-19,13.7013,7.609,22724,137,200000000,863756051,Released,Anyone can save the galaxy once.,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,"Science Fiction, Adventure, Action",Marvel Studios,United States of America,English
1253000,Deathstalker,en,2025-10-10,13.6999,6.045,55,103,100000,0,Released,Evil has many names. Adventure has only one...,"A powerful swordsman known as Deathstalker recovers a cursed amulet from a corpse-strewn battlefield. Marked by dark magic and hunted by monstrous assassins, he must face the rising evil and break the curse.","Fantasy, Action, Adventure","Hangar 18 Media, BerserkerGang, Shout! Studios, Raven Banner Entertainment","Canada, United States of America",English
1495,Kingdom of Heaven,en,2005-05-03,13.4931,7.0,4823,144,130000000,218366336,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.","Drama, Action, Adventure, History, War","Scott Free Productions, BK, KOH, Reino del Cielo, Inside Track 3, 20th Century Fox, Babelsberg Film","United States of America, United Kingdom, Germany, Spain","Arabic, English, Italian, Latin"
7131,Van Helsing,en,2004-05-03,13.3878,6.394,6507,132,160000000,300257475,Released,The one name they all fear.,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,"Horror, Adventure, Action","Universal Pictures, The Sommers Company, Stillking Films","Czech Republic, United States of America","English, Latin"
396535,Train to Busan,ko,2016-07-20,13.2092,7.747,8231,118,8500000,87547518,Released,Life-or-death survival begins.,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.","Horror, Thriller, Action, Adventure","Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, KTB Network",South Korea,Korean
76341,Mad Max: Fury Road,en,2015-05-13,13.1856,7.631,23846,121,150000000,378858340,Released,The future belongs to the mad.,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.","Action, Adventure, Science Fiction","Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment","Australia, United States of America",English
564,The Mummy,en,1999-04-16,13.1748,6.962,9821,124,80000000,415885488,Released,The sands will rise. The heavens will part. The power will be unleashed.,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,"Adventure, Action, Fantasy",Alphaville Films,United States of America,"English, Arabic"
